name,classe,cours,id,entree,sortie,score,remarque,id_user,id_meeting,planning_cours_journalier_id,ip,created_at,updated_at,source,canal_feedback
احسنك عائشة ما ,Classe-3AC 1 - OUNAGA,SVT 3ème année Collège (parcours international),50099,2025-02-12 20:47:04,2025-02-12 22:21:29,8,"Très satisfait du cours, contenu clair et utile.",12912,815,151554,196.74.120.201,2025-02-12 21:47:04,2025-02-13 00:04:44,yool education,réseaux sociaux
احسنك عائشة ما ,Classe-3AC 3 - OUNAGA,PC 3ème année Collège (parcours international),61491,2025-04-03 20:53:47,2025-04-03 21:06:17,8,"Très satisfait du cours, contenu clair et utile.",12912,820,\N,105.156.123.250,2025-04-03 20:53:47,2025-04-03 21:06:31,yool education,plateforme
الصالح حسن ,Classe-3AC 3 - OUNAGA,SVT 3ème année Collège (parcours international),49013,2025-02-10 19:32:35,2025-02-10 20:43:50,8,"Très satisfait du cours, contenu clair et utile.",12937,821,152914,105.155.184.50,2025-02-10 20:32:35,2025-02-10 21:43:57,yool education,enquête
بوها الزوهرة ,Classe-3AC 3 - OUNAGA,SVT 3ème année Collège (parcours international),49021,2025-02-10 19:34:10,2025-02-10 20:45:11,8,"Très satisfait du cours, contenu clair et utile.",12943,821,152914,105.155.184.50,2025-02-10 20:34:10,2025-02-10 21:45:36,yool education,enquête
بلقايد سكينة ,Classe-3AC 3 - OUNAGA,SVT 3ème année Collège (parcours international),49026,2025-02-10 19:35:38,2025-02-10 20:44:27,8,"Très satisfait du cours, contenu clair et utile.",12946,821,152914,105.155.184.50,2025-02-10 20:35:38,2025-02-10 21:45:21,yool education,enquête
اماست فاطمة,Classe-3AC 1 - SMIMOU,PC 3ème année Collège (parcours international),49667,2025-02-11 20:54:36,2025-02-11 22:16:39,8,"Méthodologie adaptée, j'ai beaucoup appris.",13309,826,154051,160.176.68.234,2025-02-11 21:54:36,2025-02-11 23:17:00,yool education,réseaux sociaux
YAHYA OUSHA,Olympiad math,3éme année collège  Olympiade Math,55151,2025-03-02 09:09:53,2025-03-02 11:03:53,10,Formateur très compétent et à l'écoute.,13571,835,156003,41.141.223.120,2025-03-02 09:09:53,2025-03-02 11:04:16,yool education,plateforme
كوجيلي هيبة,Olympiad math,3éme année collège  Olympiade Math,53000,2025-02-22 13:51:44,2025-02-22 16:05:42,10,"Très satisfait du cours, contenu clair et utile.",13356,834,155965,160.177.157.152,2025-02-22 14:51:44,2025-02-22 17:05:59,yool education,enquête
كوجيلي هيبة,Olympiad math,3éme année collège  Olympiade Math,53054,2025-02-23 08:34:02,2025-02-23 11:09:18,10,"Méthodologie adaptée, j'ai beaucoup appris.",13356,834,155966,196.64.66.28,2025-02-23 08:34:02,2025-02-23 11:09:30,yool education,enquête
ايت راس أنس,Olympiad math,3éme année collège  Olympiade Math,55144,2025-03-02 09:02:22,2025-03-02 11:04:52,9,"Méthodologie adaptée, j'ai beaucoup appris.",13342,834,155973,196.81.86.93,2025-03-02 09:02:22,2025-03-02 11:05:26,yool education,email
safwan elkadili,Classe 1 - Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,57777,2025-03-12 20:09:50,2025-03-12 21:31:43,8,"Méthodologie adaptée, j'ai beaucoup appris.",13740,871,160512,160.176.83.239,2025-03-12 20:09:50,2025-03-12 21:31:48,yool education,enquête
safwan elkadili,Classe 1 - Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,58404,2025-03-14 20:06:11,2025-03-14 21:25:07,8,"Méthodologie adaptée, j'ai beaucoup appris.",13740,871,160514,160.179.165.137,2025-03-14 20:06:11,2025-03-14 21:25:11,yool education,email
Oumasst Salma,Classe 1 - Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,60740,2025-04-02 18:42:09,2025-04-02 20:32:01,8,"Bonne expérience, je recommande cette formation.",16446,871,160533,102.78.171.189,2025-04-02 18:42:09,2025-04-02 20:32:22,yool education,enquête
safwan elkadili,Classe 1 - Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,60876,2025-04-02 19:18:11,2025-04-02 20:31:17,8,"Méthodologie adaptée, j'ai beaucoup appris.",13740,871,160533,160.178.214.107,2025-04-02 19:18:11,2025-04-02 20:33:43,yool education,plateforme
Rym Ahnouda,Classe 1 - Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,65046,2025-04-16 18:57:52,2025-04-16 20:37:16,5,"Ni bon ni mauvais, c'était acceptable.",16986,871,160547,196.115.76.75,2025-04-16 19:57:52,2025-04-16 21:37:26,yool education,plateforme
safwan elkadili,Classe 1 - Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,65095,2025-04-16 19:06:03,2025-04-16 20:37:15,8,"Méthodologie adaptée, j'ai beaucoup appris.",13740,871,160547,105.157.115.55,2025-04-16 20:06:03,2025-04-16 21:37:17,yool education,email
Chamss ,Classe 1 Edu Islamique - Soutien Scolaire 1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,55348,2025-03-03 20:05:31,2025-03-03 21:30:19,9,"Méthodologie adaptée, j'ai beaucoup appris.",14064,872,160579,105.158.66.180,2025-03-03 20:05:31,2025-03-03 21:30:48,yool education,réseaux sociaux
ahddane Simane,Classe 1 Edu Islamique - Soutien Scolaire 1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,56904,2025-03-10 18:22:55,2025-03-10 21:28:43,9,"Méthodologie adaptée, j'ai beaucoup appris.",14511,872,\N,196.74.39.226,2025-03-10 18:22:55,2025-03-10 21:30:25,yool education,réseaux sociaux
safwan elkadili,Classe 1 Edu Islamique - Soutien Scolaire 1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,66341,2025-04-21 19:01:51,2025-04-21 20:32:43,8,"Très satisfait du cours, contenu clair et utile.",13740,872,160628,160.179.151.88,2025-04-21 20:01:51,2025-04-21 21:32:56,yool education,email
safwan elkadili,Classe 1 Histoire Géographie - Soutien Scolaire 1ère année Bac,Soutien Scolaire Histoire Géographie 1ère année BAC,57402,2025-03-11 20:01:59,2025-03-11 21:36:27,9,"Bonne expérience, je recommande cette formation.",13740,865,160663,196.206.66.139,2025-03-11 20:01:59,2025-03-11 21:36:41,yool education,plateforme
safwan elkadili,Classe 1 Histoire Géographie - Soutien Scolaire 1ère année Bac,Soutien Scolaire Histoire Géographie 1ère année BAC,62536,2025-04-08 19:02:08,2025-04-08 20:30:51,8,"Bonne expérience, je recommande cette formation.",13740,865,160691,160.179.149.156,2025-04-08 20:02:08,2025-04-08 21:30:54,yool education,enquête
safwan elkadili,Classe 1 Histoire Géographie - Soutien Scolaire 1ère année Bac,Soutien Scolaire Histoire Géographie 1ère année BAC,64731,2025-04-15 19:08:25,2025-04-15 20:30:33,8,"Très satisfait du cours, contenu clair et utile.",13740,865,160698,41.143.211.1,2025-04-15 20:08:25,2025-04-15 21:30:42,yool education,réseaux sociaux
Rym Ahnouda,Classe 1 Histoire Géographie - Soutien Scolaire 1ère année Bac,Soutien Scolaire Histoire Géographie 1ère année BAC,69337,2025-04-29 19:10:19,2025-04-29 20:35:15,8,"Très satisfait du cours, contenu clair et utile.",16986,865,160712,196.118.47.84,2025-04-29 20:10:19,2025-04-29 22:30:19,yool education,email
MOHAMED taha,Classe 2 Histoire Géographie - Soutien Scolaire 1ère année Bac,Soutien Scolaire Histoire Géographie 1ère année BAC,55843,2025-03-04 21:31:47,2025-03-04 23:17:25,8,"Méthodologie adaptée, j'ai beaucoup appris.",14090,862,160200,196.75.240.43,2025-03-04 21:31:47,2025-03-04 23:17:46,yool education,email
CHAHD CHERRAD,Classe 2 Histoire Géographie - Soutien Scolaire 1ère année Bac,Soutien Scolaire Histoire Géographie 1ère année BAC,55873,2025-03-04 21:41:18,2025-03-04 23:13:20,10,"Bonne expérience, je recommande cette formation.",12875,862,160200,41.250.27.179,2025-03-04 21:41:18,2025-03-04 23:13:31,yool education,email
saad kissi,Classe 2 Histoire Géographie - Soutien Scolaire 1ère année Bac,Soutien Scolaire Histoire Géographie 1ère année BAC,57558,2025-03-11 21:42:00,2025-03-11 23:20:21,8,Formateur très compétent et à l'écoute.,14491,862,160207,41.142.154.249,2025-03-11 21:42:00,2025-03-11 23:20:34,yool education,enquête
saad kissi,Classe 2 Histoire Géographie - Soutien Scolaire 1ère année Bac,Soutien Scolaire Histoire Géographie 1ère année BAC,59388,2025-03-25 21:37:09,2025-03-25 23:19:36,8,"Méthodologie adaptée, j'ai beaucoup appris.",14491,862,160221,105.156.136.113,2025-03-25 21:37:09,2025-03-25 23:19:41,yool education,enquête
MOHAMED taha,Classe 2 Education Islamique - Soutien Scolaire  1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,57111,2025-03-10 21:29:56,2025-03-10 23:08:15,7,"Formation conforme aux attentes, sans surprise.",14090,863,160282,196.75.11.121,2025-03-10 21:29:56,2025-03-10 23:09:11,yool education,plateforme
elouadghiri Yassine,Classe 2 Education Islamique - Soutien Scolaire  1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,57238,2025-03-10 22:15:44,2025-03-10 23:08:12,10,"Bonne expérience, je recommande cette formation.",14305,863,160282,160.176.175.232,2025-03-10 22:15:44,2025-03-10 23:08:32,yool education,plateforme
saad kissi,Classe 2 Education Islamique - Soutien Scolaire  1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,59045,2025-03-24 21:50:34,2025-03-24 21:51:58,8,Formateur très compétent et à l'écoute.,14491,863,160296,105.156.132.139,2025-03-24 21:50:34,2025-03-24 21:52:00,yool education,réseaux sociaux
Tasnim Rahmani,Classe 2 Education Islamique - Soutien Scolaire  1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,59087,2025-03-24 22:16:38,2025-03-24 23:10:31,8,"Bonne expérience, je recommande cette formation.",15874,863,160296,196.75.121.84,2025-03-24 22:16:38,2025-03-24 23:12:14,yool education,enquête
IMANE EL-OUTAR,Classe 2 Education Islamique - Soutien Scolaire  1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,63633,2025-04-10 20:39:21,2025-04-10 22:10:04,10,"Méthodologie adaptée, j'ai beaucoup appris.",13970,863,160313,196.206.53.132,2025-04-10 21:39:21,2025-04-10 23:15:24,yool education,enquête
MOHAMED taha,Classe 2 Education Islamique - Soutien Scolaire  1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,63655,2025-04-10 20:43:26,2025-04-10 22:10:09,1,Cours mal organisé et difficile à suivre.,14090,863,160313,196.75.142.191,2025-04-10 21:43:26,2025-04-10 23:10:27,yool education,réseaux sociaux
marwa Karouati,Classe 2 Education Islamique - Soutien Scolaire  1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,64008,2025-04-11 20:45:15,2025-04-11 22:14:06,9,"Bonne expérience, je recommande cette formation.",13968,863,160314,41.251.211.63,2025-04-11 21:45:15,2025-04-11 23:14:26,yool education,email
Mohamed Lahmidi,Classe 2 Education Islamique - Soutien Scolaire  1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,64030,2025-04-11 20:58:41,2025-04-11 22:14:04,10,"Très satisfait du cours, contenu clair et utile.",13498,863,160314,196.127.178.221,2025-04-11 21:58:41,2025-04-11 23:14:08,yool education,email
HAOUINE ANAS,Classe 2 Education Islamique - Soutien Scolaire  1ère année Bac,Soutien Scolaire Education Islamique 1ère année BAC,71210,2025-05-12 20:47:34,2025-05-12 22:09:23,8,Formateur très compétent et à l'écoute.,12011,863,160345,41.141.207.194,2025-05-12 21:47:34,2025-05-12 23:09:27,yool education,plateforme
MOHAMED taha,Classe 2-Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,57886,2025-03-12 21:40:05,2025-03-12 23:14:23,8,Formateur très compétent et à l'écoute.,14090,864,160360,196.74.218.211,2025-03-12 21:40:05,2025-03-12 23:14:33,yool education,email
Anass Knadel,Classe 2-Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,58020,2025-03-13 15:24:02,2025-03-13 15:24:38,8,"Très satisfait du cours, contenu clair et utile.",12238,864,\N,\N,2025-03-13 15:24:02,2025-03-13 15:24:48,yool education,réseaux sociaux
saad kissi,Classe 2-Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,58465,2025-03-14 21:40:41,2025-03-14 23:09:07,7,D'accord avec le contenu mais peut être amélioré.,14491,864,160362,41.142.159.18,2025-03-14 21:40:41,2025-03-14 23:09:10,yool education,réseaux sociaux
saad kissi,Classe 2-Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,61086,2025-04-02 21:01:17,2025-04-02 22:10:11,8,"Méthodologie adaptée, j'ai beaucoup appris.",14491,864,160381,41.248.35.229,2025-04-02 21:01:17,2025-04-02 22:10:13,yool education,email
Mohamed Rayan MAZMAZ,Classe 2-Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,63221,2025-04-09 20:43:55,2025-04-09 22:14:08,8,"Bonne expérience, je recommande cette formation.",16954,864,160388,41.141.98.104,2025-04-09 21:43:55,2025-04-09 23:14:18,yool education,enquête
Mohamed Lahmidi,Classe 2-Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,63292,2025-04-09 20:53:59,2025-04-09 22:14:12,9,"Méthodologie adaptée, j'ai beaucoup appris.",13498,864,160388,196.127.178.221,2025-04-09 21:53:59,2025-04-09 23:34:35,yool education,email
Mohamed Lahmidi,Classe 2-Soutien Scolaire Français 1ère année Bac,Soutien Scolaire Français 1ère année BAC,72575,2025-05-15 20:45:14,2025-05-15 22:13:37,8,Formateur très compétent et à l'écoute.,13498,864,160424,196.127.16.126,2025-05-15 21:45:14,2025-05-15 23:19:25,yool education,email
هند قافي,Classe-GR1- Had Kort,PC 1ère année Collège (parcours international),65573,2025-04-17 19:47:32,2025-04-17 22:03:26,8,"Méthodologie adaptée, j'ai beaucoup appris.",14241,888,\N,196.74.177.168,2025-04-17 20:47:32,2025-04-17 23:03:26,yool education,enquête
امينة الشقم,Classe-GR1- Had Kort,PC 3ème année Collège (parcours international),71619,2025-05-13 20:35:32,2025-05-13 22:10:23,8,"Très satisfait du cours, contenu clair et utile.",14271,895,165341,196.74.178.176,2025-05-13 21:35:32,2025-05-13 23:10:27,yool education,réseaux sociaux
هند ضعيف,Classe-GR1- Had Kort,PC 3ème année Collège (parcours international),74693,2025-05-20 19:56:55,2025-05-20 22:11:47,8,"Très satisfait du cours, contenu clair et utile.",14275,895,\N,160.177.6.188,2025-05-20 20:56:55,2025-05-20 23:11:49,yool education,réseaux sociaux
Mohamed Amine Bouchaqour,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,69681,2025-04-30 18:55:29,2025-04-30 19:15:08,1,Contenu peu clair et pas assez détaillé.,15337,897,174460,196.84.32.29,2025-04-30 19:55:29,2025-04-30 20:15:08,yool education,plateforme
Israe ESSALIMI,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,69720,2025-04-30 19:03:25,2025-04-30 21:01:09,10,Formateur très compétent et à l'écoute.,15358,897,174460,160.176.142.37,2025-04-30 20:03:25,2025-04-30 22:44:14,yool education,réseaux sociaux
AFETESSE YAHYA,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,70596,2025-05-05 10:47:49,2025-05-05 12:39:17,1,Cours mal organisé et difficile à suivre.,16247,897,174465,105.68.138.41,2025-05-05 11:47:49,2025-05-05 13:39:17,yool education,réseaux sociaux
GHARIB MANAL,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,70770,2025-05-07 10:30:14,2025-05-07 12:31:07,9,"Bonne expérience, je recommande cette formation.",15405,897,174467,102.96.79.227,2025-05-07 11:30:14,2025-05-07 13:36:02,yool education,plateforme
HAMZA ESSAGHIR,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,70786,2025-05-07 10:34:07,2025-05-07 12:32:00,9,"Méthodologie adaptée, j'ai beaucoup appris.",15409,897,174467,196.89.58.85,2025-05-07 11:34:07,2025-05-07 13:34:28,yool education,plateforme
TIZGUI Walid,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,71980,2025-05-14 19:14:04,2025-05-14 21:00:50,8,Formateur très compétent et à l'écoute.,16252,897,174474,105.77.105.87,2025-05-14 20:14:04,2025-05-14 22:01:00,yool education,réseaux sociaux
El kharki  Yahya,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,75254,2025-05-21 19:04:54,2025-05-21 21:02:19,8,"Bonne expérience, je recommande cette formation.",15340,897,174481,105.154.194.212,2025-05-21 20:04:54,2025-05-21 22:02:22,yool education,réseaux sociaux
GHARIB MANAL,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,75263,2025-05-21 19:06:44,2025-05-21 21:02:24,9,"Bonne expérience, je recommande cette formation.",15405,897,174481,102.96.225.121,2025-05-21 20:06:44,2025-05-21 22:05:02,yool education,plateforme
ADERRAB SAMI,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,75295,2025-05-21 19:10:21,2025-05-21 21:02:27,10,"Très satisfait du cours, contenu clair et utile.",16226,897,174481,105.159.116.17,2025-05-21 20:10:21,2025-05-21 22:03:39,yool education,email
GHARIB MANAL,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,78742,2025-06-04 19:01:19,2025-06-04 20:59:42,10,Formateur très compétent et à l'écoute.,15405,897,183538,102.96.254.83,2025-06-04 20:01:19,2025-06-04 22:01:32,yool education,plateforme
Boyssi  Malak,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,78749,2025-06-04 19:04:33,2025-06-04 21:00:11,7,"Formation conforme aux attentes, sans surprise.",15326,897,183538,41.251.193.143,2025-06-04 20:04:33,2025-06-04 22:04:17,yool education,réseaux sociaux
Yahya OUAHHAJ,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,78757,2025-06-04 19:13:58,2025-06-04 21:01:35,8,Formateur très compétent et à l'écoute.,15399,897,183538,105.71.134.64,2025-06-04 20:13:58,2025-06-04 22:04:27,yool education,email
GHARIB MANAL,Classe-IPSE 1AC Olympiade Math,1ère année collège Olympiade Math,79144,2025-06-11 19:01:19,2025-06-11 21:02:54,10,"Très satisfait du cours, contenu clair et utile.",15405,897,183545,196.70.195.212,2025-06-11 20:01:19,2025-06-11 22:02:54,yool education,plateforme
FIGUIGUI MED YASSIR,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,69265,2025-04-29 19:00:13,2025-04-29 20:59:52,9,"Très satisfait du cours, contenu clair et utile.",15274,898,174497,160.178.235.117,2025-04-29 20:00:13,2025-04-29 22:00:00,yool education,enquête
BOUHNICHE RIHAB,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,69307,2025-04-29 19:04:16,2025-04-29 21:00:30,6,"Formation conforme aux attentes, sans surprise.",16316,898,174497,196.217.100.121,2025-04-29 20:04:16,2025-04-29 22:00:47,yool education,réseaux sociaux
EL ALLIMI RANIA,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,69355,2025-04-29 19:16:05,2025-04-29 19:22:27,8,"Bonne expérience, je recommande cette formation.",16295,898,174497,41.249.191.232,2025-04-29 20:16:05,2025-04-29 20:22:49,yool education,réseaux sociaux
MAHBOUB HOUSSAM,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,70561,2025-05-05 10:26:12,2025-05-05 12:33:54,10,"Méthodologie adaptée, j'ai beaucoup appris.",16354,898,174503,41.142.67.144,2025-05-05 11:26:12,2025-05-05 13:33:54,yool education,enquête
ELABD JANNAT,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,70583,2025-05-05 10:34:44,2025-05-05 12:33:39,10,"Méthodologie adaptée, j'ai beaucoup appris.",16289,898,174503,105.188.47.117,2025-05-05 11:34:44,2025-05-05 13:34:09,yool education,plateforme
FIGUIGUI MED YASSIR,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,70584,2025-05-05 10:36:35,2025-05-05 10:40:59,8,"Très satisfait du cours, contenu clair et utile.",15274,898,174503,105.74.2.116,2025-05-05 11:36:35,2025-05-05 11:40:59,yool education,email
FIGUIGUI MED YASSIR,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,70674,2025-05-06 10:30:35,2025-05-06 10:35:57,8,Formateur très compétent et à l'écoute.,15274,898,174504,105.71.5.73,2025-05-06 11:30:35,2025-05-06 11:36:14,yool education,plateforme
ELABD JANNAT,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,71459,2025-05-13 19:05:18,2025-05-13 21:00:55,10,"Méthodologie adaptée, j'ai beaucoup appris.",16289,898,174511,105.188.47.117,2025-05-13 20:05:18,2025-05-13 22:01:11,yool education,plateforme
Ourkh Sa,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,71763,2025-05-14 15:59:26,2025-05-14 17:27:17,8,"Bonne expérience, je recommande cette formation.",6052,898,\N,41.251.7.24,2025-05-14 16:59:26,2025-05-14 18:28:06,yool education,plateforme
ELABD JANNAT,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,77568,2025-05-27 19:08:34,2025-05-27 21:01:58,10,"Bonne expérience, je recommande cette formation.",16289,898,174525,196.115.253.120,2025-05-27 20:08:34,2025-05-27 22:02:16,yool education,enquête
Benhssaen  Hoda,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,79024,2025-06-10 19:05:40,2025-06-10 21:01:51,10,"Bonne expérience, je recommande cette formation.",15230,898,183486,105.190.232.234,2025-06-10 20:05:40,2025-06-10 22:02:03,yool education,plateforme
Benhssaen  Hoda,Classe-IPSE 2AC Olympiade Math,2éme année collège  Olympiade Math,79610,2025-06-17 18:56:40,2025-06-17 21:03:58,10,"Bonne expérience, je recommande cette formation.",15230,898,183493,102.52.134.49,2025-06-17 19:56:40,2025-06-17 22:04:05,yool education,enquête
KROMBI  Yasmine,Classe-IPSE 3AC Olympiade Math,3éme année collège  Olympiade Math,68386,2025-04-25 19:01:00,2025-04-25 21:18:25,10,"Bonne expérience, je recommande cette formation.",15154,899,174417,102.78.194.255,2025-04-25 20:01:00,2025-04-25 22:18:35,yool education,plateforme
TOUBAGHI IMRANE,Classe-IPSE 3AC Olympiade Math,3éme année collège  Olympiade Math,70312,2025-05-02 19:07:58,2025-05-02 19:49:38,10,"Méthodologie adaptée, j'ai beaucoup appris.",15169,899,174424,196.112.95.139,2025-05-02 20:07:58,2025-05-02 20:49:51,yool education,réseaux sociaux
يحيى الريمش,Classe-G1 - 2ème Période,3éme année collège  Olympiade Math,60455,2025-03-29 12:40:57,2025-03-29 15:02:54,8,"Méthodologie adaptée, j'ai beaucoup appris.",14533,900,166629,105.158.29.169,2025-03-29 12:40:57,2025-03-29 15:07:56,yool education,réseaux sociaux
يمان آدم وسليمان,Classe-G1 - 2ème Période,3éme année collège  Olympiade Math,61897,2025-04-05 14:36:58,2025-04-05 16:01:16,7,D'accord avec le contenu mais peut être amélioré.,14541,900,166636,160.178.99.82,2025-04-05 14:36:58,2025-04-05 16:01:59,yool education,réseaux sociaux
YASSIR MOUHALA,Classe-G2 - 2ème Période,3éme année collège  Olympiade Math,60468,2025-03-29 13:03:59,2025-03-29 15:05:59,8,"Méthodologie adaptée, j'ai beaucoup appris.",2019,901,166879,102.52.132.238,2025-03-29 13:03:59,2025-03-29 15:06:03,yool education,enquête
Yasser Abia,Classe-G2 - 2ème Période,3éme année collège  Olympiade Math,60481,2025-03-29 13:20:03,2025-03-29 15:06:00,9,"Méthodologie adaptée, j'ai beaucoup appris.",15900,901,166879,105.154.76.199,2025-03-29 13:20:03,2025-03-29 15:08:34,yool education,email
سيرين ايت الطيب,Classe-G2 - 2ème Période,3éme année collège  Olympiade Math,61970,2025-04-06 09:29:39,2025-04-06 11:04:52,8,Formateur très compétent et à l'écoute.,15929,901,166699,160.178.168.171,2025-04-06 10:29:39,2025-04-06 12:04:52,yool education,email
يوسف العبايس,Classe-G3 - 2ème Période,3éme année collège  Olympiade Math,60522,2025-03-29 15:29:53,2025-03-29 17:15:58,10,"Bonne expérience, je recommande cette formation.",16020,902,166880,105.67.128.169,2025-03-29 15:29:53,2025-03-29 17:16:19,yool education,email
شلاغم حاتم,Classe-G3 - 2ème Période,3éme année collège  Olympiade Math,60532,2025-03-29 16:10:07,2025-03-29 17:15:58,7,"Cours correct, rien de particulier à signaler.",15993,902,166880,105.74.67.124,2025-03-29 16:10:07,2025-03-29 17:15:58,yool education,réseaux sociaux
هاجر اميلك,Classe-G3 - 2ème Période,3éme année collège  Olympiade Math,61929,2025-04-05 16:46:43,2025-04-05 18:16:01,8,Formateur très compétent et à l'écoute.,15972,902,166760,197.253.241.42,2025-04-05 16:46:43,2025-04-05 18:16:41,yool education,email
موزفير هبة,Classe-G3 - 2ème Période,3éme année collège  Olympiade Math,61996,2025-04-06 11:18:15,2025-04-06 13:15:09,8,"Très satisfait du cours, contenu clair et utile.",16006,902,166761,41.251.101.72,2025-04-06 12:18:15,2025-04-06 14:15:22,yool education,email
شيماء جبار,Classe-G3 - 2ème Période,3éme année collège  Olympiade Math,62015,2025-04-06 12:31:54,2025-04-06 13:15:13,10,Formateur très compétent et à l'écoute.,15943,902,166761,160.178.174.80,2025-04-06 13:31:54,2025-04-06 14:15:39,yool education,enquête
خديجة بودي,Classe-G3 - 2ème Période,3éme année collège  Olympiade Math,64127,2025-04-13 11:10:07,2025-04-13 13:18:27,8,Formateur très compétent et à l'écoute.,16036,902,166768,196.64.44.129,2025-04-13 12:10:07,2025-04-13 14:24:12,yool education,réseaux sociaux
محمد الدزاز,Classe-G4 - 2ème Période,3éme année collège  Olympiade Math,60251,2025-03-28 18:35:20,2025-03-28 22:00:15,10,"Bonne expérience, je recommande cette formation.",16062,903,\N,41.141.173.131,2025-03-28 18:35:20,2025-03-28 22:00:27,yool education,email
نور السعديدي,Classe-G4 - 2ème Période,3éme année collège  Olympiade Math,60293,2025-03-28 19:52:12,2025-03-28 22:00:56,9,Formateur très compétent et à l'écoute.,16122,903,166612,105.71.132.216,2025-03-28 19:52:12,2025-03-28 22:01:42,yool education,email
مريم بن النان,Classe-G4 - 2ème Période,3éme année collège  Olympiade Math,60343,2025-03-28 20:08:15,2025-03-28 22:00:18,8,"Méthodologie adaptée, j'ai beaucoup appris.",16071,903,166612,102.51.46.252,2025-03-28 20:08:15,2025-03-28 22:00:29,yool education,email
محمد الدزاز,Classe-G4 - 2ème Période,3éme année collège  Olympiade Math,60551,2025-03-30 08:57:57,2025-03-30 11:01:44,8,"Très satisfait du cours, contenu clair et utile.",16062,903,166614,105.157.17.163,2025-03-30 08:57:57,2025-03-30 11:01:44,yool education,réseaux sociaux
ياسمين ميروكي,Classe-G4 - 2ème Période,3éme année collège  Olympiade Math,63915,2025-04-11 19:26:10,2025-04-11 21:00:13,10,Formateur très compétent et à l'écoute.,16099,903,166626,160.176.43.147,2025-04-11 20:26:10,2025-04-11 22:00:58,yool education,email
بدر ايت ايشو,Classe-G5 - 2ème Période,3éme année collège  Olympiade Math,60528,2025-03-29 15:44:11,2025-03-29 17:18:11,8,"Méthodologie adaptée, j'ai beaucoup appris.",13370,904,166878,105.71.7.162,2025-03-29 15:44:11,2025-03-29 17:18:11,yool education,réseaux sociaux
سلمى أوتاجر,Classe-G5 - 2ème Période,3éme année collège  Olympiade Math,61902,2025-04-05 15:01:35,2025-04-05 18:16:05,8,Formateur très compétent et à l'écoute.,16142,904,\N,196.116.17.242,2025-04-05 15:01:35,2025-04-05 18:16:05,yool education,réseaux sociaux
